(25500,12950.000000)
(25600,13000.000000)
(25700,13050.000000)
(25800,13100.000000)
(25900,13150.000000)
(26000,13200.000000)
(26100,13250.000000)
(26200,13300.000000)
(26300,13350.000000)
(26400,13400.000000)
(26500,13450.000000)
(26600,13500.000000)
(26700,13550.000000)
(26800,13600.000000)
(26900,13650.000000)
(27000,13700.000000)
(27100,13750.000000)
(27200,13800.000000)
(27300,13850.000000)
(27400,13900.000000)
(27500,13950.000000)
(27600,14000.000000)
(27700,14050.000000)
(27800,14100.000000)
(27900,14150.000000)
(28000,14200.000000)
(28100,14250.000000)
(28200,14300.000000)
(28300,14350.000000)
(28400,14400.000000)
(28500,14450.000000)
(28600,14500.000000)
(28700,14550.000000)
(28800,14600.000000)
(28900,14650.000000)
(29000,14700.000000)
(29100,14750.000000)
(29200,14800.000000)
(29300,14850.000000)
(29400,14900.000000)
(29500,14950.000000)
(29600,15000.000000)
(29700,15050.000000)
(29800,15100.000000)
(29900,15150.000000)
(30000,15200.000000)
(30100,15250.000000)
(30200,15300.000000)
(30300,15350.000000)
(30400,15400.000000)
(30500,15450.000000)
(30600,15500.000000)
(30700,15550.000000)
(30800,15600.000000)
(30900,15650.000000)
(31000,15700.000000)
(31100,15750.000000)
(31200,15800.000000)
(31300,15850.000000)
(31400,15900.000000)
(31500,15950.000000)
(31600,16000.000000)
(31700,16050.000000)
(31800,16100.000000)
(31900,16150.000000)
(32000,16200.000000)
(32100,16250.000000)
(32200,16300.000000)
(32300,16350.000000)
(32400,16400.000000)
(32500,16450.000000)
(32600,16500.000000)
(32700,16550.000000)
(32800,16600.000000)
(32900,16650.000000)
(33000,16700.000000)
(33100,16750.000000)
(33200,16800.000000)
(33300,16850.000000)
(33400,16900.000000)
(33500,16950.000000)
(33600,17000.000000)
(33700,17050.000000)
(33800,17100.000000)
(33900,17150.000000)
(34000,17200.000000)
(34100,17250.000000)
(34200,17300.000000)
(34300,17350.000000)
(34400,17400.000000)
(34500,17450.000000)
(34600,17500.000000)
(34700,17550.000000)
(34800,17600.000000)
(34900,17650.000000)
(35000,17700.000000)
(35100,17750.000000)
(35200,17800.000000)
(35300,17850.000000)
(35400,17900.000000)
(35500,17950.000000)
(35600,18000.000000)
(35700,18050.000000)
(35800,18100.000000)
(35900,18150.000000)
(36000,18200.000000)
(36100,18250.000000)
(36200,18300.000000)
(36300,18350.000000)
(36400,18400.000000)
(36500,18450.000000)
(36600,18500.000000)
(36700,18550.000000)
(36800,18600.000000)
(36900,18650.000000)
(37000,18700.000000)
(37100,18750.000000)
(37200,18800.000000)
(37300,18850.000000)
(37400,18900.000000)
(37500,18950.000000)
(37600,19000.000000)
(37700,19050.000000)
(37800,19100.000000)
(37900,19150.000000)
(38000,19200.000000)
(38100,19250.000000)
(38200,19300.000000)
(38300,19350.000000)
(38400,19400.000000)
(38500,19450.000000)
(38600,19500.000000)
(38700,19550.000000)
(38800,19600.000000)
(38900,19650.000000)
(39000,19700.000000)
(39100,19750.000000)
(39200,19800.000000)
(39300,19850.000000)
(39400,19900.000000)
(39500,19950.000000)
(39600,20000.000000)
(39700,20050.000000)
(39800,20100.000000)
(39900,20150.000000)
(40000,20200.000000)
(40100,20250.000000)
(40200,20300.000000)
(40300,20350.000000)
(40400,20400.000000)
(40500,20450.000000)
(40600,20500.000000)
(40700,20550.000000)
(40800,20600.000000)
(40900,20650.000000)
(41000,20700.000000)
(41100,20750.000000)
(41200,20800.000000)
(41300,20850.000000)
(41400,20900.000000)
(41500,20950.000000)
(41600,21000.000000)
(41700,21050.000000)
(41800,21100.000000)
(41900,21150.000000)
(42000,21200.000000)
(42100,21250.000000)
(42200,21300.000000)
(42300,21350.000000)
(42400,21400.000000)
(42500,21450.000000)
(42600,21500.000000)
(42700,21550.000000)
(42800,21600.000000)
(42900,21650.000000)
(43000,21700.000000)
(43100,21750.000000)
(43200,21800.000000)
(43300,21850.000000)
(43400,21900.000000)
(43500,21950.000000)
(43600,22000.000000)
(43700,22050.000000)
(43800,22100.000000)
(43900,22150.000000)
(44000,22200.000000)
(44100,22250.000000)
(44200,22300.000000)
(44300,22350.000000)
(44400,22400.000000)
(44500,22450.000000)
(44600,22500.000000)
(44700,22550.000000)
(44800,22600.000000)
(44900,22650.000000)
(45000,22700.000000)
(45100,22750.000000)
(45200,22800.000000)
(45300,22850.000000)
(45400,22900.000000)
(45500,22950.000000)
(45600,23000.000000)
(45700,23050.000000)
(45800,23100.000000)
(45900,23150.000000)
(46000,23200.000000)
(46100,23250.000000)
(46200,23300.000000)
(46300,23350.000000)
(46400,23400.000000)
(46500,23450.000000)
(46600,23500.000000)
(46700,23550.000000)
(46800,23600.000000)
(46900,23650.000000)
(47000,23700.000000)
(47100,23750.000000)
(47200,23800.000000)
(47300,23850.000000)
(47400,23900.000000)
(47500,23950.000000)
(47600,24000.000000)
(47700,24050.000000)
(47800,24100.000000)
(47900,24150.000000)
(48000,24200.000000)
(48100,24250.000000)
(48200,24300.000000)
(48300,24350.000000)
(48400,24400.000000)
(48500,24450.000000)
(48600,24500.000000)
(48700,24550.000000)
(48800,24600.000000)
(48900,24650.000000)
(49000,24700.000000)
(49100,24750.000000)
(49200,24800.000000)
(49300,24850.000000)
(49400,24900.000000)
(49500,24950.000000)
(49600,25000.000000)
(49700,25050.000000)
(49800,25100.000000)
(49900,25150.000000)
(50000,25200.000000)
(50100,25250.000000)
(50200,25300.000000)
(50300,25350.000000)
(50400,25400.000000)
(50500,25450.000000)
(50600,25500.000000)
(50700,25550.000000)
(50800,25600.000000)
(50900,25650.000000)
(51000,25700.000000)
(51100,25750.000000)
(51200,25800.000000)
(51300,25850.000000)
(51400,25900.000000)
(51500,25950.000000)
(51600,26000.000000)
(51700,26050.000000)
(51800,26100.000000)
(51900,26150.000000)
(52000,26200.000000)
(52100,26250.000000)
(52200,26300.000000)
(52300,26350.000000)
(52400,26400.000000)
(52500,26450.000000)
(52600,26500.000000)
(52700,26550.000000)
(52800,26600.000000)
(52900,26650.000000)
(53000,26700.000000)
(53100,26750.000000)
(53200,26800.000000)
(53300,26850.000000)
(53400,26900.000000)
(53500,26950.000000)
(53600,27000.000000)
(53700,27050.000000)
(53800,27100.000000)
(53900,27150.000000)
(54000,27200.000000)
(54100,27250.000000)
(54200,27300.000000)
(54300,27350.000000)
(54400,27400.000000)
(54500,27450.000000)
(54600,27500.000000)
(54700,27550.000000)
(54800,27600.000000)
(54900,27650.000000)
(55000,27700.000000)
(55100,27750.000000)
(55200,27800.000000)
(55300,27850.000000)
(55400,27900.000000)
(55500,27950.000000)
(55600,28000.000000)
(55700,28050.000000)
(55800,28100.000000)
(55900,28150.000000)
(56000,28200.000000)
(56100,28250.000000)
(56200,28300.000000)
(56300,28350.000000)
(56400,28400.000000)
(56500,28450.000000)
(56600,28500.000000)
(56700,28550.000000)
(56800,28600.000000)
(56900,28650.000000)
(57000,28700.000000)
(57100,28750.000000)
(57200,28800.000000)
(57300,28850.000000)
(57400,28900.000000)
(57500,28950.000000)
(57600,29000.000000)
(57700,29050.000000)
(57800,29100.000000)
(57900,29150.000000)
(58000,29200.000000)
(58100,29250.000000)
(58200,29300.000000)
(58300,29350.000000)
(58400,29400.000000)
(58500,29450.000000)
(58600,29500.000000)
(58700,29550.000000)
(58800,29600.000000)
(58900,29650.000000)
(59000,29700.000000)
(59100,29750.000000)
(59200,29800.000000)
(59300,29850.000000)
(59400,29900.000000)
(59500,29950.000000)
(59600,30000.000000)
(59700,30050.000000)
(59800,30100.000000)
(59900,30150.000000)
(60000,30200.000000)
(60100,30250.000000)
(60200,30300.000000)
(60300,30350.000000)
(60400,30400.000000)
(60500,30450.000000)
(60600,30500.000000)
(60700,30550.000000)
(60800,30600.000000)
(60900,30650.000000)
(61000,30700.000000)
(61100,30750.000000)
(61200,30800.000000)
(61300,30850.000000)
(61400,30900.000000)
(61500,30950.000000)
(61600,31000.000000)
(61700,31050.000000)
(61800,31100.000000)
(61900,31150.000000)
(62000,31200.000000)
(62100,31250.000000)
(62200,31300.000000)
(62300,31350.000000)
(62400,31400.000000)
(62500,31450.000000)
(62600,31500.000000)
(62700,31550.000000)
(62800,31600.000000)
(62900,31650.000000)
(63000,31700.000000)
(63100,31750.000000)
(63200,31800.000000)
(63300,31850.000000)
(63400,31900.000000)
(63500,31950.000000)
(63600,32000.000000)
(63700,32050.000000)
(63800,32100.000000)
(63900,32150.000000)
(64000,32200.000000)
(64100,32250.000000)
(64200,32300.000000)
(64300,32350.000000)
(64400,32400.000000)
(64500,32450.000000)
(64600,32500.000000)
(64700,32550.000000)
(64800,32600.000000)
(64900,32650.000000)
(65000,32700.000000)
(65100,32750.000000)
(65200,32800.000000)
(65300,32850.000000)
(65400,32900.000000)
(65500,32950.000000)
(65600,33000.000000)
(65700,33050.000000)
(65800,33100.000000)
(65900,33150.000000)
(66000,33200.000000)
(66100,33250.000000)
(66200,33300.000000)
(66300,33350.000000)
(66400,33400.000000)
(66500,33450.000000)
(66600,33500.000000)
(66700,33550.000000)
(66800,33600.000000)
(66900,33650.000000)
(67000,33700.000000)
(67100,33750.000000)
(67200,33800.000000)
(67300,33850.000000)
(67400,33900.000000)
(67500,33950.000000)
(67600,34000.000000)
(67700,34050.000000)
(67800,34100.000000)
(67900,34150.000000)
(68000,34200.000000)
(68100,34250.000000)
(68200,34300.000000)
(68300,34350.000000)
(68400,34400.000000)
(68500,34450.000000)
(68600,34500.000000)
(68700,34550.000000)
(68800,34600.000000)
(68900,34650.000000)
(69000,34700.000000)
(69100,34750.000000)
(69200,34800.000000)
(69300,34850.000000)
(69400,34900.000000)
(69500,34950.000000)
(69600,35000.000000)
(69700,35050.000000)
(69800,35100.000000)
(69900,35150.000000)
(70000,35200.000000)
(70100,35250.000000)
(70200,35300.000000)
(70300,35350.000000)
(70400,35400.000000)
(70500,35450.000000)
(70600,35500.000000)
(70700,35550.000000)
(70800,35600.000000)
(70900,35650.000000)
(71000,35700.000000)
(71100,35750.000000)
(71200,35800.000000)
(71300,35850.000000)
(71400,35900.000000)
(71500,35950.000000)
(71600,36000.000000)
(71700,36050.000000)
(71800,36100.000000)
(71900,36150.000000)
(72000,36200.000000)
(72100,36250.000000)
(72200,36300.000000)
(72300,36350.000000)
(72400,36400.000000)
(72500,36450.000000)
(72600,36500.000000)
(72700,36550.000000)
(72800,36600.000000)
(72900,36650.000000)
(73000,36700.000000)
(73100,36750.000000)
(73200,36800.000000)
(73300,36850.000000)
(73400,36900.000000)
(73500,36950.000000)
(73600,37000.000000)
(73700,37050.000000)
(73800,37100.000000)
(73900,37150.000000)
(74000,37200.000000)
(74100,37250.000000)
(74200,37300.000000)
(74300,37350.000000)
(74400,37400.000000)
(74500,37450.000000)
(74600,37500.000000)
(74700,37550.000000)
(74800,37600.000000)
(74900,37650.000000)
(75000,37700.000000)
(75100,37750.000000)
(75200,37800.000000)
(75300,37850.000000)
(75400,37900.000000)
(75500,37950.000000)
(75600,38000.000000)
(75700,38050.000000)
(75800,38100.000000)
(75900,38150.000000)
(76000,38200.000000)
(76100,38250.000000)
(76200,38300.000000)
(76300,38350.000000)
(76400,38400.000000)
(76500,38450.000000)
(76600,38500.000000)
(76700,38550.000000)
(76800,38600.000000)
(76900,38650.000000)
(77000,38700.000000)
(77100,38750.000000)
(77200,38800.000000)
(77300,38850.000000)
(77400,38900.000000)
(77500,38950.000000)
(77600,39000.000000)
(77700,39050.000000)
(77800,39100.000000)
(77900,39150.000000)
(78000,39200.000000)
(78100,39250.000000)
(78200,39300.000000)
(78300,39350.000000)
(78400,39400.000000)
(78500,39450.000000)
(78600,39500.000000)
(78700,39550.000000)
(78800,39600.000000)
(78900,39650.000000)
(79000,39700.000000)
(79100,39750.000000)
(79200,39800.000000)
(79300,39850.000000)
(79400,39900.000000)
(79500,39950.000000)
(79600,40000.000000)
(79700,40050.000000)
(79800,40100.000000)
(79900,40150.000000)
(80000,40200.000000)
(80100,40250.000000)
(80200,40300.000000)
(80300,40350.000000)
(80400,40400.000000)
(80500,40450.000000)
(80600,40500.000000)
(80700,40550.000000)
(80800,40600.000000)
(80900,40650.000000)
(81000,40700.000000)
(81100,40750.000000)
(81200,40800.000000)
(81300,40850.000000)
(81400,40900.000000)
(81500,40950.000000)
(81600,41000.000000)
(81700,41050.000000)
(81800,41100.000000)
(81900,41150.000000)
(82000,41200.000000)
(82100,41250.000000)
(82200,41300.000000)
(82300,41350.000000)
(82400,41400.000000)
(82500,41450.000000)
(82600,41500.000000)
(82700,41550.000000)
(82800,41600.000000)
(82900,41650.000000)
(83000,41700.000000)
(83100,41750.000000)
(83200,41800.000000)
(83300,41850.000000)
(83400,41900.000000)
(83500,41950.000000)
(83600,42000.000000)
(83700,42050.000000)
(83800,42100.000000)
(83900,42150.000000)
(84000,42200.000000)
(84100,42250.000000)
(84200,42300.000000)
(84300,42350.000000)
(84400,42400.000000)
(84500,42450.000000)
(84600,42500.000000)
(84700,42550.000000)
(84800,42600.000000)
(84900,42650.000000)
(85000,42700.000000)
(85100,42750.000000)
(85200,42800.000000)
(85300,42850.000000)
(85400,42900.000000)
(85500,42950.000000)
(85600,43000.000000)
(85700,43050.000000)
(85800,43100.000000)
(85900,43150.000000)
(86000,43200.000000)
(86100,43250.000000)
(86200,43300.000000)
(86300,43350.000000)
(86400,43400.000000)
(86500,43450.000000)
(86600,43500.000000)
(86700,43550.000000)
(86800,43600.000000)
(86900,43650.000000)
(87000,43700.000000)
(87100,43750.000000)
(87200,43800.000000)
(87300,43850.000000)
(87400,43900.000000)
(87500,43950.000000)
(87600,44000.000000)
(87700,44050.000000)
(87800,44100.000000)
(87900,44150.000000)
(88000,44200.000000)
(88100,44250.000000)
(88200,44300.000000)
(88300,44350.000000)
(88400,44400.000000)
(88500,44450.000000)
(88600,44500.000000)
(88700,44550.000000)
(88800,44600.000000)
(88900,44650.000000)
(89000,44700.000000)
(89100,44750.000000)
(89200,44800.000000)
(89300,44850.000000)
(89400,44900.000000)
(89500,44950.000000)
(89600,45000.000000)
(89700,45050.000000)
(89800,45100.000000)
(89900,45150.000000)
(90000,45200.000000)
(90100,45250.000000)
(90200,45300.000000)
(90300,45350.000000)
(90400,45400.000000)
(90500,45450.000000)
(90600,45500.000000)
(90700,45550.000000)
(90800,45600.000000)
(90900,45650.000000)
(91000,45700.000000)
(91100,45750.000000)
(91200,45800.000000)
(91300,45850.000000)
(91400,45900.000000)
(91500,45950.000000)
(91600,46000.000000)
(91700,46050.000000)
(91800,46100.000000)
(91900,46150.000000)
(92000,46200.000000)
(92100,46250.000000)
(92200,46300.000000)
(92300,46350.000000)
(92400,46400.000000)
(92500,46450.000000)
(92600,46500.000000)
(92700,46550.000000)
(92800,46600.000000)
(92900,46650.000000)
(93000,46700.000000)
(93100,46750.000000)
(93200,46800.000000)
(93300,46850.000000)
(93400,46900.000000)
(93500,46950.000000)
(93600,47000.000000)
(93700,47050.000000)
(93800,47100.000000)
(93900,47150.000000)
(94000,47200.000000)
(94100,47250.000000)
(94200,47300.000000)
(94300,47350.000000)
(94400,47400.000000)
(94500,47450.000000)
(94600,47500.000000)
(94700,47550.000000)
(94800,47600.000000)
(94900,47650.000000)
(95000,47700.000000)
(95100,47750.000000)
(95200,47800.000000)
(95300,47850.000000)
(95400,47900.000000)
(95500,47950.000000)
(95600,48000.000000)
(95700,48050.000000)
(95800,48100.000000)
(95900,48150.000000)
(96000,48200.000000)
(96100,48250.000000)
(96200,48300.000000)
(96300,48350.000000)
(96400,48400.000000)
(96500,48450.000000)
(96600,48500.000000)
(96700,48550.000000)
(96800,48600.000000)
(96900,48650.000000)
(97000,48700.000000)
(97100,48750.000000)
(97200,48800.000000)
(97300,48850.000000)
(97400,48900.000000)
(97500,48950.000000)
(97600,49000.000000)
(97700,49050.000000)
(97800,49100.000000)
(97900,49150.000000)
(98000,49200.000000)
(98100,49250.000000)
(98200,49300.000000)
(98300,49350.000000)
(98400,49400.000000)
(98500,49450.000000)
(98600,49500.000000)
(98700,49550.000000)
(98800,49600.000000)
(98900,49650.000000)
(99000,49700.000000)
(99100,49750.000000)
(99200,49800.000000)
(99300,49850.000000)
(99400,49900.000000)
(99500,49950.000000)
(99600,50000.000000)
(99700,50000.000000)
(99800,50000.000000)
(99900,50000.000000)
(100000,50000.000000)
(100100,50000.000000)
(100200,50000.000000)
(100300,50000.000000)
(100400,50000.000000)
(100500,50000.000000)
(100600,50000.000000)
(100700,50000.000000)
(100800,50000.000000)
(100900,50000.000000)
(101000,50000.000000)
(101100,50000.000000)
(101200,50000.000000)
(101300,50000.000000)
(101400,50000.000000)
(101500,50000.000000)
(101600,50000.000000)
(101700,50000.000000)
(101800,50000.000000)
(101900,50000.000000)
(102000,50000.000000)
(102100,50000.000000)
(102200,50000.000000)
(102300,50000.000000)
(102400,50000.000000)
(102500,50000.000000)
(102600,50000.000000)
(102700,50000.000000)
(102800,50000.000000)
(102900,50000.000000)
(103000,50000.000000)
(103100,50000.000000)
(103200,50000.000000)
(103300,50000.000000)
(103400,50000.000000)
(103500,50000.000000)
(103600,50000.000000)
(103700,50000.000000)
(103800,50000.000000)
(103900,50000.000000)
(104000,50000.000000)
(104100,50000.000000)
(104200,50000.000000)
(104300,50000.000000)
(104400,50000.000000)
(104500,50000.000000)
(104600,50000.000000)
(104700,50000.000000)
(104800,50000.000000)
(104900,50000.000000)
(105000,50000.000000)
(105100,50000.000000)
(105200,50000.000000)
(105300,50000.000000)
(105400,50000.000000)
(105500,50000.000000)
(105600,50000.000000)
(105700,50000.000000)
(105800,50000.000000)
(105900,50000.000000)
(106000,50000.000000)
(106100,50000.000000)
(106200,50000.000000)
(106300,50000.000000)
(106400,50000.000000)
(106500,50000.000000)
(106600,50000.000000)
(106700,50000.000000)
(106800,50000.000000)
(106900,50000.000000)
(107000,50000.000000)
(107100,50000.000000)
(107200,50000.000000)
(107300,50000.000000)
(107400,50000.000000)
(107500,50000.000000)
(107600,50000.000000)
(107700,50000.000000)
(107800,50000.000000)
(107900,50000.000000)
(108000,50000.000000)
(108100,50000.000000)
(108200,50000.000000)
(108300,50000.000000)
(108400,50000.000000)
(108500,50000.000000)
(108600,50000.000000)
(108700,50000.000000)
(108800,50000.000000)
(108900,50000.000000)
(109000,50000.000000)
(109100,50000.000000)
(109200,50000.000000)
(109300,50000.000000)
(109400,50000.000000)
(109500,50000.000000)
(109600,50000.000000)
(109700,50000.000000)
(109800,50000.000000)
(109900,50000.000000)
(110000,50000.000000)
(110100,50000.000000)
(110200,50000.000000)
(110300,50000.000000)
(110400,50000.000000)
(110500,50000.000000)
(110600,50000.000000)
(110700,50000.000000)
(110800,50000.000000)
(110900,50000.000000)
(111000,50000.000000)
(111100,50000.000000)
(111200,50000.000000)
(111300,50000.000000)
(111400,50000.000000)
(111500,50000.000000)
(111600,50000.000000)
(111700,50000.000000)
(111800,50000.000000)
(111900,50000.000000)
(112000,50000.000000)
(112100,50000.000000)
(112200,50000.000000)
(112300,50000.000000)
(112400,50000.000000)
(112500,50000.000000)
(112600,50000.000000)
(112700,50000.000000)
(112800,50000.000000)
(112900,50000.000000)
(113000,50000.000000)
(113100,50000.000000)
(113200,50000.000000)
(113300,50000.000000)
(113400,50000.000000)
(113500,50000.000000)
(113600,50000.000000)
(113700,50000.000000)
(113800,50000.000000)
(113900,50000.000000)
(114000,50000.000000)
(114100,50000.000000)
(114200,50000.000000)
(114300,50000.000000)
(114400,50000.000000)
(114500,50000.000000)
(114600,50000.000000)
(114700,50000.000000)
(114800,50000.000000)
(114900,50000.000000)
(115000,50000.000000)
(115100,50000.000000)
(115200,50000.000000)
(115300,50000.000000)
(115400,50000.000000)
(115500,50000.000000)
(115600,50000.000000)
(115700,50000.000000)
(115800,50000.000000)
(115900,50000.000000)
(116000,50000.000000)
(116100,50000.000000)
(116200,50000.000000)
(116300,50000.000000)
(116400,50000.000000)
(116500,50000.000000)
(116600,50000.000000)
(116700,50000.000000)
(116800,50000.000000)
(116900,50000.000000)
(117000,50000.000000)
(117100,50000.000000)
(117200,50000.000000)
(117300,50000.000000)
(117400,50000.000000)
(117500,50000.000000)
(117600,50000.000000)
(117700,50000.000000)
(117800,50000.000000)
(117900,50000.000000)
(118000,50000.000000)
(118100,50000.000000)
(118200,50000.000000)
(118300,50000.000000)
(118400,50000.000000)
(118500,50000.000000)
(118600,50000.000000)
(118700,50000.000000)
(118800,50000.000000)
(118900,50000.000000)
(119000,50000.000000)
(119100,50000.000000)
(119200,50000.000000)
(119300,50000.000000)
(119400,50000.000000)
(119500,50000.000000)
(119600,50000.000000)
(119700,50000.000000)
(119800,50000.000000)
(119900,50000.000000)
(120000,50000.000000)
(120100,50000.000000)
(120200,50000.000000)
(120300,50000.000000)
(120400,50000.000000)
(120500,50000.000000)
(120600,50000.000000)
(120700,50000.000000)
(120800,50000.000000)
(120900,50000.000000)
(121000,50000.000000)
(121100,50000.000000)
(121200,50000.000000)
(121300,50000.000000)
(121400,50000.000000)
(121500,50000.000000)
(121600,50000.000000)
(121700,50000.000000)
(121800,50000.000000)
(121900,50000.000000)
(122000,50000.000000)
(122100,50000.000000)
(122200,50000.000000)
(122300,50000.000000)
(122400,50000.000000)
(122500,50000.000000)
(122600,50000.000000)
(122700,50000.000000)
(122800,50000.000000)
(122900,50000.000000)
(123000,50000.000000)
(123100,50000.000000)
(123200,50000.000000)
(123300,50000.000000)
(123400,50000.000000)
(123500,50000.000000)
(123600,50000.000000)
(123700,50000.000000)
(123800,50000.000000)
(123900,50000.000000)
(124000,50000.000000)
(124100,50000.000000)
(124200,50000.000000)
(124300,50000.000000)
(124400,50000.000000)
(124500,50000.000000)
(124600,50000.000000)
(124700,50000.000000)
(124800,50000.000000)
(124900,50000.000000)
(125000,50000.000000)
(125100,50000.000000)
(125200,50000.000000)
(125300,50000.000000)
(125400,50000.000000)
(125500,50000.000000)
(125600,50000.000000)
(125700,50000.000000)
(125800,50000.000000)
(125900,50000.000000)
(126000,50000.000000)
(126100,50000.000000)
(126200,50000.000000)
(126300,50000.000000)
(126400,50000.000000)
(126500,50000.000000)
(126600,50000.000000)
(126700,50000.000000)
(126800,50000.000000)
(126900,50000.000000)
(127000,50000.000000)
(127100,50000.000000)
(127200,50000.000000)
(127300,50000.000000)
(127400,50000.000000)
